"ATC1","Name1","ATC2","Name2","Info","Mechanismus","Effekt","Massnahmen","Grad"
"M01AC05","Lornoxicam","H02AB06","Prednisolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB06","Prednisolon","M01AC05","Lornoxicam","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AC05","Lornoxicam","H02AB07","Prednison","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB07","Prednison","M01AC05","Lornoxicam","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AC05","Lornoxicam","H02AB09","Hydrocortison","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB09","Hydrocortison","M01AC05","Lornoxicam","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AC05","Lornoxicam","H02AB08","Triamcinolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB08","Triamcinolon","M01AC05","Lornoxicam","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AC06","Meloxicam","H02AB01","Betamethason","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB01","Betamethason","M01AC06","Meloxicam","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AC06","Meloxicam","H02AB02","Dexamethason","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB02","Dexamethason","M01AC06","Meloxicam","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AC06","Meloxicam","H02AB04","Methylprednisolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB04","Methylprednisolon","M01AC06","Meloxicam","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AC06","Meloxicam","H02AB06","Prednisolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB06","Prednisolon","M01AC06","Meloxicam","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AC06","Meloxicam","H02AB07","Prednison","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB07","Prednison","M01AC06","Meloxicam","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AC06","Meloxicam","H02AB09","Hydrocortison","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB09","Hydrocortison","M01AC06","Meloxicam","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AC06","Meloxicam","H02AB08","Triamcinolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB08","Triamcinolon","M01AC06","Meloxicam","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AG01","Mefenaminsäure","H02AB01","Betamethason","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB01","Betamethason","M01AG01","Mefenaminsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AG01","Mefenaminsäure","H02AB02","Dexamethason","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB02","Dexamethason","M01AG01","Mefenaminsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AG01","Mefenaminsäure","H02AB04","Methylprednisolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB04","Methylprednisolon","M01AG01","Mefenaminsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AG01","Mefenaminsäure","H02AB06","Prednisolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB06","Prednisolon","M01AG01","Mefenaminsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AG01","Mefenaminsäure","H02AB07","Prednison","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB07","Prednison","M01AG01","Mefenaminsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AG01","Mefenaminsäure","H02AB09","Hydrocortison","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB09","Hydrocortison","M01AG01","Mefenaminsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"M01AG01","Mefenaminsäure","H02AB08","Triamcinolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB08","Triamcinolon","M01AG01","Mefenaminsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N01BA01","Metabutethamin","H02AB01","Betamethason","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB01","Betamethason","N01BA01","Metabutethamin","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N01BA01","Metabutethamin","H02AB02","Dexamethason","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
